"Employee ID","DOB","DOJ","age_emp","exp_emp","Department_ID"
"IU887400","12/10/1979","10/4/2010","44","14","IDEPT2357"
"IU151161","12/30/1973","7/10/2008","50","16","IDEPT1388"
"IU400616","5/3/1992","10/5/1999","32","25","IDEPT1367"
"IU448523","2/24/1987","10/16/2005","37","19","IDEPT1615"
"IU201629","6/9/1983","7/6/2001","41","23","IDEPT8379"
"IU984907","4/9/1978","4/17/2000","46","24","IDEPT7005"
"IU624254","5/1/1977","7/15/2001","47","23","IDEPT1142"
"IU707322","6/29/1982","10/2/2007","42","17","IDEPT3062"
"IU660412","2/10/1984","2/3/2000","40","24","IDEPT3062"
"IU794124","8/28/1970","2/11/2007","54","17","IDEPT4132"
"IU253971","5/6/1979","1/11/2004","45","20","IDEPT3778"
"IU200572","1/16/1973","3/24/2000","51","24","IDEPT6347"
"IU150435","5/14/1975","6/26/2003","49","21","IDEPT8598"
"IU891757","1/29/1979","4/8/2003","45","21","IDEPT2054"
"IU961133","8/27/1990","9/28/1999","34","25","IDEPT1537"
"IU762876","10/24/1969","1/10/2003","53","21","IDEPT1388"
"IU603954","7/30/1970","2/18/2013","54","11","IDEPT1378"
"IU713337","11/28/1969","5/4/2011","54","13","IDEPT4670"
"IU953204","12/7/1983","7/14/2003","40","21","IDEPT4055"
"IU521061","6/14/1985","12/25/2012","39","11","IDEPT8313"
"IU627771","1/9/1972","8/12/2003","52","21","IDEPT2054"
"IU341894","2/17/1980","8/20/2002","44","22","IDEPT1677"
"IU586896","10/23/1970","3/24/2012","52","12","IDEPT1423"
"IU776330","1/14/1977","5/16/2002","47","22","IDEPT7005"
"IU890815","10/2/1977","9/6/2003","47","21","IDEPT1367"
"IU671826","6/5/1983","3/5/2014","41","10","IDEPT6347"
"IU791752","11/29/1970","6/6/2011","53","13","IDEPT6347"
"IU170358","6/25/1979","4/27/2006","45","18","IDEPT5127"
"IU654067","8/12/1992","11/22/2002","32","21","IDEPT2425"
"IU650118","7/21/1985","12/30/2004","39","19","IDEPT1388"
"IU843036","3/10/1993","6/7/2012","31","12","IDEPT5408"
"IU929942","2/13/1993","2/18/2008","31","16","IDEPT2357"
"IU517401","12/24/1975","6/1/2010","48","14","IDEPT1423"
"IU285869","4/24/1982","9/23/2007","42","17","IDEPT5528"
"IU619858","2/10/1991","1/26/2005","33","19","IDEPT1378"
"IU304401","9/18/1985","6/20/2004","39","20","IDEPT1825"
"IU116424","11/5/1975","4/22/2005","48","19","IDEPT1423"
"IU602103","8/29/1987","10/21/2000","37","22","IDEPT2054"
"IU317964","10/8/1975","3/24/2005","49","19","IDEPT7005"
"IU543375","1/28/1979","10/17/2011","45","13","IDEPT8313"
"IU555661","11/2/1982","6/11/2006","41","18","IDEPT2425"
"IU713736","8/6/1985","10/6/2010","39","14","IDEPT8313"
"IU673007","8/14/1973","9/10/2001","51","23","IDEPT8313"
"IU379853","8/23/1989","11/11/2012","35","11","IDEPT5408"
"IU444477","10/25/1969","9/27/2007","53","17","IDEPT7005"
"IU935219","8/26/1990","12/28/2002","34","21","IDEPT7626"
"IU964095","12/22/1984","11/19/2012","39","11","IDEPT3115"
"IU472107","5/11/1982","1/12/2003","42","21","IDEPT3062"
"IU399885","12/22/1986","8/24/2000","37","24","IDEPT1825"
"IU873858","6/11/1986","6/21/2000","38","24","IDEPT3778"
"IU578559","10/22/1992","1/22/2002","30","22","IDEPT1423"
"IU476264","4/29/1993","12/21/2006","31","17","IDEPT4132"
"IU906317","5/1/1985","11/7/2009","39","14","IDEPT5408"
"IU206494","6/21/1977","3/1/2008","47","16","IDEPT1677"
"IU613957","9/3/1970","7/4/2010","54","14","IDEPT1378"
"IU303373","9/12/1978","5/12/2003","46","21","IDEPT1825"
"IU910844","3/16/1983","11/29/2008","41","15","IDEPT1367"
"IU733295","9/2/1986","10/4/2007","38","17","IDEPT1423"
"IU359720","8/2/1989","2/13/2004","35","20","IDEPT7626"
"IU507081","9/29/1978","10/11/2000","46","24","IDEPT8379"
"IU250094","8/24/1987","3/8/2006","37","18","IDEPT5408"
"IU929775","6/22/1994","9/2/2009","30","15","IDEPT4670"
"IU617264","6/9/1974","4/9/2007","50","17","IDEPT8598"
"IU200457","5/1/1983","7/30/1999","41","25","IDEPT5127"
"IU980084","7/4/1976","1/22/2012","48","12","IDEPT7783"
"IU352515","12/2/1990","11/23/2002","33","21","IDEPT6347"
"IU623351","2/24/1981","7/26/2000","43","24","IDEPT7005"
"IU194684","10/28/1989","7/9/2007","33","17","IDEPT5127"
"IU998793","10/17/1969","3/14/2000","55","24","IDEPT2425"
"IU371068","9/9/1979","1/31/2007","45","17","IDEPT1378"
"IU552382","8/9/1975","11/2/2010","49","13","IDEPT7005"
"IU143787","8/30/1969","1/30/2007","55","17","IDEPT3868"
"IU909818","1/14/1971","5/9/2005","53","19","IDEPT3062"
"IU287527","5/18/1984","2/5/2002","40","22","IDEPT7626"
"IU613561","8/23/1977","11/17/2010","47","13","IDEPT3868"
"IU758488","4/21/1993","5/18/2001","31","23","IDEPT8379"
"IU585322","8/12/1990","8/25/1999","34","25","IDEPT2054"
"IU242030","6/8/1970","5/20/2010","54","14","IDEPT8313"
"IU730124","1/4/1978","10/26/2011","46","11","IDEPT2357"
"IU862686","7/28/1980","9/23/2006","44","18","IDEPT8598"
"IU931024","1/10/1984","10/26/2012","40","10","IDEPT1388"
"IU683803","11/26/1971","3/12/2011","52","13","IDEPT1677"
"IU616328","3/17/1973","3/28/2010","51","14","IDEPT1378"
"IU510723","9/9/1980","5/6/2001","44","23","IDEPT8313"
"IU553615","11/21/1977","5/22/2014","46","10","IDEPT3778"
"IU114836","3/24/1985","9/23/2007","39","17","IDEPT2601"
"IU867116","9/21/1978","2/27/2000","46","24","IDEPT2054"
"IU935818","11/29/1980","12/21/2009","43","14","IDEPT2601"
"IU317917","2/12/1973","4/26/2006","51","18","IDEPT4132"
"IU556938","10/26/1982","10/6/2003","40","21","IDEPT5109"
"IU744313","10/12/1986","6/24/2009","38","15","IDEPT7626"
"IU849114","4/17/1993","11/1/2010","31","13","IDEPT3062"
"IU625000","11/29/1987","12/17/2009","36","14","IDEPT1367"
"IU919255","4/2/1986","10/22/2010","38","12","IDEPT4055"
"IU486083","10/11/1981","3/16/2001","43","23","IDEPT4055"
"IU219101","3/16/1992","6/19/2005","32","19","IDEPT1825"
"IU697995","9/27/1979","12/12/1999","45","24","IDEPT1537"
"IU826801","10/27/1982","8/24/2010","40","14","IDEPT5528"
"IU234435","4/22/1976","3/9/2013","48","11","IDEPT1537"
"IU413103","7/30/1983","6/26/2012","41","12","IDEPT1825"
"IU168378","10/28/1990","3/14/2007","32","17","IDEPT3062"
"IU808018","12/25/1987","7/19/2003","36","21","IDEPT7783"
"IU377229","9/10/1984","5/8/2010","40","14","IDEPT1537"
"IU570965","10/7/1975","2/10/2004","49","20","IDEPT1423"
"IU875236","3/4/1977","2/21/2010","47","14","IDEPT3115"
"IU823846","6/16/1985","4/6/2011","39","13","IDEPT7005"
"IU369141","11/15/1989","4/26/2014","34","10","IDEPT4670"
"IU336214","6/5/1991","1/4/2005","33","19","IDEPT4670"
"IU752472","4/20/1977","1/4/2011","47","13","IDEPT5881"
"IU964058","2/20/1984","2/2/2006","40","18","IDEPT1677"
"IU653069","9/4/1983","1/13/2001","41","23","IDEPT2425"
"IU274479","3/21/1979","8/26/2013","45","11","IDEPT1423"
"IU359728","6/28/1980","1/27/2003","44","21","IDEPT4938"
"IU470744","11/1/1977","3/25/2012","46","12","IDEPT1142"
"IU612475","2/22/1989","10/25/2013","35","9","IDEPT4132"
"IU590434","3/7/1988","10/18/2003","36","21","IDEPT2054"
"IU907621","9/10/1983","4/30/2002","41","22","IDEPT2357"
"IU816094","12/1/1983","1/3/2004","40","20","IDEPT3062"
"IU301584","2/18/1988","11/1/2003","36","20","IDEPT7626"
"IU400785","7/17/1978","5/11/2000","46","24","IDEPT7005"
"IU701574","2/25/1972","6/5/2013","52","11","IDEPT8379"
"IU348623","7/21/1971","5/20/2002","53","22","IDEPT1825"
"IU805948","9/23/1991","4/25/2000","33","24","IDEPT1825"
"IU436324","1/17/1994","3/6/2010","30","14","IDEPT5408"
"IU647516","11/18/1984","9/8/2000","39","24","IDEPT1367"
"IU543975","1/18/1971","12/30/2006","53","17","IDEPT7005"
"IU378028","7/2/1973","12/21/2005","51","18","IDEPT4938"
"IU824346","1/16/1979","2/14/2014","45","10","IDEPT3115"
"IU869235","10/31/1969","3/22/2002","53","22","IDEPT5109"
"IU566285","2/21/1985","9/27/2004","39","20","IDEPT2357"
"IU251361","4/22/1979","7/30/2012","45","12","IDEPT8598"
"IU790540","10/24/1974","9/24/2007","48","17","IDEPT3778"
"IU207673","5/6/1989","1/20/2011","35","13","IDEPT5528"
"IU877680","8/18/1982","2/13/2007","42","17","IDEPT4132"
"IU749422","11/4/1980","9/9/2007","43","17","IDEPT1367"
"IU245300","10/17/1983","4/13/2002","41","22","IDEPT5127"
"IU476083","5/18/1976","3/23/2005","48","19","IDEPT7783"
"IU866402","5/19/1972","5/16/2013","52","11","IDEPT3868"
"IU879726","4/19/1977","7/8/2002","47","22","IDEPT1533"
"IU572615","1/4/1986","10/29/2010","38","12","IDEPT1142"
"IU529594","2/6/1976","12/5/2004","48","19","IDEPT4670"
"IU602409","6/2/1975","5/14/2011","49","13","IDEPT4132"
"IU528393","1/25/1979","6/17/2013","45","11","IDEPT1388"
"IU915290","5/28/1987","1/6/2001","37","23","IDEPT3778"
"IU617258","8/22/1974","11/26/2001","50","22","IDEPT1537"
"IU440707","2/27/1993","2/15/2006","31","18","IDEPT5109"
"IU112687","6/18/1982","9/3/2012","42","12","IDEPT5127"
"IU479810","2/12/1992","11/14/2003","32","20","IDEPT8379"
"IU303187","10/7/1972","10/23/1999","52","23","IDEPT2357"
"IU242313","3/8/1976","6/11/2012","48","12","IDEPT2054"
"IU531414","9/18/1993","3/24/2009","31","15","IDEPT4055"
"IU227668","2/20/1985","11/8/2005","39","18","IDEPT8598"
"IU528779","6/13/1985","11/6/1999","39","24","IDEPT3062"
"IU874473","2/6/1984","11/15/1999","40","24","IDEPT7783"
"IU800953","9/17/1970","12/5/2002","54","21","IDEPT1677"
